53,9,19,30,33,42,,,2018-07-13T23:19:53.000Z,1
54,13,16,21,32,39,,,2018-11-09T20:21:59.000Z,0
55,7,11,37,44,45,,,2018-11-09T20:53:14.000Z,1
56,11,17,29,45,47,,,2018-11-30T18:45:55.000Z,0
57,7,11,37,45,,,,2018-10-26T02:02:33.000Z,1
58,4,14,27,30,43,44,49,2018-04-23T21:07:56.000Z,0
59,3,6,10,17,29,37,39,2018-08-13T15:44:34.000Z,1
60,16,32,45,,,,,2018-05-07T16:46:15.000Z,0
61,3,18,35,,,,,2018-05-21T17:38:25.000Z,1
62,1,19,26,27,,,,2018-11-26T13:52:36.000Z,0
63,5,18,27,,,,,2018-07-07T00:41:27.000Z,1
64,0,14,42,,,,,2018-08-16T23:52:35.000Z,0
65,1,31,35,,,,,2018-12-06T02:52:22.000Z,1
66,46,,,,,,,2018-06-07T18:39:37.000Z,0
67,7,11,37,,,,,2018-05-17T15:42:51.000Z,1
68,3,7,21,,,,,2018-11-01T20:03:41.000Z,0
69,0,33,42,,,,,2018-07-03T14:43:49.000Z,1
70,12,31,36,,,,,2018-07-17T02:20:03.000Z,0
71,0,17,24,,,,,2018-07-24T16:17:36.000Z,1
72,5,14,29,44,,,,2018-07-04T02:57:15.000Z,0
73,1,15,19,,,,,2018-07-04T14:32:24.000Z,1
74,10,15,18,35,49,,,2018-07-04T23:49:35.000Z,0
75,3,18,35,,,,,2018-06-06T18:47:35.000Z,1
76,2,15,16,18,31,32,42,2018-06-13T16:34:55.000Z,0
77,4,9,,,,,,2018-06-20T21:26:54.000Z,1
78,4,22,29,36,,,,2018-06-27T15:56:24.000Z,0
79,4,9,,,,,,2018-11-21T20:56:17.000Z,1
80,28,42,49,,,,,2018-08-10T23:28:02.000Z,0
81,14,16,18,,,,,2018-07-13T22:00:16.000Z,1
82,21,27,28,31,,,,2018-07-27T23:12:57.000Z,0
83,3,18,35,,,,,2018-11-16T00:58:56.000Z,1
84,4,49,,,,,,2018-11-16T00:59:15.000Z,0
85,1,8,15,41,,,,2018-10-26T23:12:35.000Z,1
86,5,16,17,,,,,2018-09-14T23:03:46.000Z,0
87,4,13,27,28,,,,2018-07-02T23:24:50.000Z,1
88,5,22,30,,,,,2018-07-09T23:14:25.000Z,0
89,7,15,49,,,,,2018-07-16T23:36:40.000Z,1
90,16,23,27,32,39,45,47,2018-11-05T23:39:26.000Z,0
91,9,19,30,,,,,2018-11-12T00:19:15.000Z,1
92,27,28,,,,,,2018-11-12T23:42:01.000Z,0
93,23,24,40,41,,,,2018-08-11T22:17:30.000Z,1
94,17,28,30,31,41,47,,2018-08-18T20:40:43.000Z,0
95,0,13,22,29,,,,2018-07-07T22:26:00.000Z,1
96,5,12,22,,,,,2018-07-07T22:37:36.000Z,0
97,7,11,37,45,,,,2018-07-21T00:24:16.000Z,1
98,2,4,9,,,,,2018-07-21T23:02:40.000Z,0
99,3,18,35,44,,,,2018-07-28T21:55:35.000Z,1
100,4,18,39,,,,,2018-06-09T17:06:39.000Z,0
101,7,15,30,49,,,,2018-06-09T17:44:18.000Z,1
102,9,,,,,,,2018-06-30T22:19:50.000Z,0
103,4,,,,,,,2018-11-17T20:43:27.000Z,1
104,18,22,44,,,,,2018-10-13T00:40:26.000Z,0
105,7,11,37,,,,,2018-10-27T18:11:45.000Z,1
106,4,9,,,,,,2018-09-15T23:15:21.000Z,0
107,3,5,21,40,44,48,,2018-08-12T20:47:25.000Z,1
108,7,33,42,,,,,2018-07-01T00:15:14.000Z,0
109,16,32,45,,,,,2018-07-01T00:59:59.000Z,1
110,12,32,42,,,,,2018-06-17T20:25:50.000Z,1
111,23,34,39,,,,,2018-10-28T16:47:05.000Z,0
112,8,23,31,,,,,2018-09-09T17:10:05.000Z,1
113,0,11,14,19,29,41,,2018-09-16T00:14:26.000Z,0
114,15,39,,,,,,2018-07-12T23:59:20.000Z,1
115,16,24,32,33,45,,,2018-11-01T17:56:40.000Z,0
116,0,15,21,30,46,,,2018-10-25T00:13:41.000Z,1
117,6,11,,,,,,2018-10-25T22:58:56.000Z,0
118,6,26,43,,,,,2018-08-14T23:35:41.000Z,1
119,4,12,27,28,,,,2018-07-03T22:23:36.000Z,0
120,31,32,41,,,,,2018-07-03T22:35:05.000Z,1
121,23,24,40,41,,,,2018-07-10T23:14:09.000Z,0
122,4,31,39,45,,,,2018-07-17T23:34:10.000Z,1
123,16,20,36,37,,,,2018-06-26T16:14:29.000Z,0
124,0,1,24,31,34,46,,2018-11-20T00:37:54.000Z,1
125,17,29,47,,,,,2018-11-20T00:44:50.000Z,0
126,23,46,49,,,,,2018-07-18T00:15:33.000Z,1
127,7,15,49,,,,,2018-07-18T23:01:21.000Z,0
128,7,15,49,,,,,2018-10-03T16:25:56.000Z,1
129,38,,,,,,,2018-10-24T00:13:35.000Z,0
130,4,9,43,,,,,2018-10-24T00:25:44.000Z,1
131,17,29,47,,,,,2018-09-05T22:32:13.000Z,0
132,12,31,36,48,,,,2018-09-05T23:59:11.000Z,1
133,27,34,46,,,,,2018-12-22T02:09:52.000Z,0
134,33,42,,,,,,2018-11-25T04:24:20.000Z,1
135,33,42,45,,,,,2018-02-14T04:11:51.000Z,0
136,7,11,37,45,,,,2018-11-27T01:08:35.000Z,1
137,16,32,,,,,,2018-12-19T02:34:16.000Z,0
138,7,11,37,45,,,,2018-02-01T17:46:54.000Z,1
139,5,22,37,47,,,,2018-07-20T13:35:58.000Z,0
140,16,32,41,48,,,,2018-05-04T21:22:29.000Z,1
141,23,24,40,41,43,,,2018-05-25T23:15:29.000Z,0
142,6,22,,,,,,2018-04-09T18:57:29.000Z,1
143,6,16,28,32,,,,2018-04-09T22:29:54.000Z,0
144,36,42,48,49,,,,2018-02-11T22:01:50.000Z,1
145,2,25,39,,,,,2018-05-07T12:27:14.000Z,0
146,35,39,43,46,,,,2018-05-07T13:12:24.000Z,1
147,23,24,40,41,43,,,2018-11-26T16:09:16.000Z,0
148,14,,,,,,,2018-04-07T18:51:08.000Z,1
149,1,4,9,15,20,,,2018-04-14T14:09:51.000Z,0
150,0,2,46,,,,,2018-04-28T14:18:41.000Z,1
151,12,21,25,26,,,,2018-07-07T13:19:11.000Z,0
152,29,,,,,,,2018-07-21T00:12:10.000Z,1
153,2,3,11,19,41,45,47,2018-06-09T14:48:44.000Z,0
154,18,19,28,48,,,,2018-06-09T17:34:18.000Z,1
155,14,25,,,,,,2018-05-05T23:55:34.000Z,0
156,3,12,18,31,34,35,,2018-09-15T23:17:02.000Z,1
157,3,26,32,33,,,,2018-04-15T16:15:43.000Z,0
158,2,5,25,32,,,,2018-04-22T17:16:55.000Z,1
159,1,8,14,29,35,39,49,2018-12-09T15:45:19.000Z,0
160,5,22,24,,,,,2018-02-03T15:11:00.000Z,1
161,3,5,12,15,17,20,21,2018-04-12T23:14:37.000Z,0
162,4,29,43,,,,,2018-04-19T13:08:25.000Z,1
163,8,17,22,23,24,,,2018-04-26T12:57:36.000Z,0
164,21,35,,,,,,2018-04-26T13:12:20.000Z,1
165,3,10,24,30,40,,,2018-05-03T18:32:05.000Z,0
166,3,13,22,27,28,35,38,2018-05-31T17:06:37.000Z,1
167,7,11,37,45,,,,2018-11-29T00:54:25.000Z,0
168,17,29,37,47,,,,2018-10-25T14:37:09.000Z,1
169,5,22,49,,,,,2018-09-13T17:12:41.000Z,0
170,7,11,37,45,,,,2018-04-03T19:35:38.000Z,1
171,3,18,35,38,,,,2018-04-17T14:02:52.000Z,0
172,23,24,40,41,43,,,2018-08-14T00:06:35.000Z,1
173,2,6,11,24,44,,,2018-05-08T14:41:41.000Z,0
174,6,48,,,,,,2018-05-15T13:04:12.000Z,1
175,2,28,41,,,,,2018-05-29T20:55:24.000Z,0
176,28,,,,,,,2018-04-11T23:09:30.000Z,1
177,5,22,,,,,,2018-04-18T23:12:54.000Z,0
178,3,18,35,,,,,2018-01-30T20:09:39.000Z,1
179,22,24,36,45,,,,2018-06-27T00:22:54.000Z,0
180,5,14,22,,,,,2018-10-24T15:12:36.000Z,1
181,18,35,,,,,,2018-09-05T23:19:00.000Z,0
182,28,42,49,,,,,2018-02-01T17:52:54.000Z,1
183,7,11,37,45,,,,2018-05-04T12:24:04.000Z,0
184,12,24,33,36,42,45,,2018-05-11T17:26:28.000Z,1
185,0,2,46,,,,,2018-05-25T18:49:11.000Z,0
186,0,1,2,46,,,,2018-10-26T21:29:26.000Z,1
187,21,29,30,38,49,,,2018-08-11T20:36:07.000Z,0
188,6,11,15,16,20,,,2018-08-18T18:04:50.000Z,1
189,3,18,35,,,,,2018-12-01T20:09:30.000Z,0
190,12,22,24,,,,,2018-10-27T19:48:12.000Z,1
191,7,13,15,44,49,,,2018-12-02T20:06:57.000Z,0
192,1,43,,,,,,2018-08-09T22:57:35.000Z,1
193,3,18,23,35,,,,2018-01-29T19:30:35.000Z,0
194,26,40,,,,,,2018-07-06T00:20:36.000Z,1
195,5,22,,,,,,2018-06-18T19:46:19.000Z,0
196,6,14,24,,,,,2018-04-21T15:41:14.000Z,1
197,16,37,,,,,,2018-04-21T16:53:32.000Z,0
198,25,42,48,,,,,2018-04-21T19:38:43.000Z,1
199,2,9,10,25,27,28,,2018-05-12T20:09:21.000Z,0
200,7,15,32,,,,,2018-07-15T19:12:09.000Z,1
201,14,33,44,,,,,2018-05-06T18:36:59.000Z,0
202,5,22,38,,,,,2018-05-13T19:12:49.000Z,1
203,7,15,49,,,,,2018-05-17T23:18:43.000Z,0
204,1,15,29,38,,,,2018-04-24T20:19:23.000Z,1
205,17,29,46,47,,,,2018-07-03T02:13:20.000Z,0
206,7,11,21,24,37,45,,2018-04-25T16:26:20.000Z,1
207,3,18,35,,,,,2018-04-25T22:59:11.000Z,0
208,2,23,26,,,,,2018-12-12T00:40:18.000Z,1
209,5,7,10,22,31,47,,2018-07-04T16:31:05.000Z,0
210,3,9,15,34,35,,,2018-08-10T00:45:12.000Z,1
211,26,34,36,37,,,,2018-05-25T22:47:25.000Z,0
212,14,44,,,,,,2018-04-14T22:44:19.000Z,1
213,14,44,,,,,,2018-08-18T15:34:47.000Z,0
214,12,19,22,,,,,2018-08-18T19:54:03.000Z,1
215,12,19,,,,,,2018-05-19T21:32:27.000Z,0
216,0,18,46,,,,,2018-04-22T20:06:47.000Z,1
217,7,11,37,,,,,2018-07-29T00:36:50.000Z,0
218,14,44,,,,,,2018-07-29T19:07:27.000Z,1
219,3,18,35,43,,,,2018-06-03T18:14:56.000Z,0
220,4,14,44,,,,,2018-04-12T22:42:17.000Z,1
221,23,24,40,41,,,,2018-04-19T13:46:47.000Z,0
222,18,28,33,42,,,,2018-04-19T22:56:00.000Z,1
223,17,22,23,33,39,42,43,2018-07-05T21:25:33.000Z,0
224,6,19,41,,,,,2018-05-03T17:48:07.000Z,1
225,1,19,,,,,,2018-05-03T17:59:28.000Z,0
226,16,28,32,45,,,,2018-05-17T18:19:57.000Z,1
227,23,24,40,41,43,,,2018-04-10T23:11:15.000Z,0
228,37,,,,,,,2018-06-05T00:06:08.000Z,1
229,13,24,28,41,,,,2018-05-15T14:46:22.000Z,0
230,10,12,39,46,49,,,2018-05-15T22:52:27.000Z,1
231,13,35,40,,,,,2018-04-18T23:08:38.000Z,0
232,7,12,14,23,37,44,49,2018-07-04T19:51:07.000Z,1
233,7,10,14,15,49,,,2018-05-09T00:34:40.000Z,0
234,3,18,35,,,,,2018-10-17T13:44:04.000Z,1
235,16,32,,,,,,2018-10-24T22:44:42.000Z,0
236,3,18,35,,,,,2018-09-05T22:28:39.000Z,1
237,2,6,8,41,,,,2018-04-23T23:39:27.000Z,0
238,17,26,48,49,,,,2018-06-04T01:40:09.000Z,1
239,41,,,,,,,2018-05-28T01:40:10.000Z,0
240,5,7,10,,,,,2018-07-08T12:39:03.000Z,1
241,16,32,45,,,,,2018-07-08T15:20:36.000Z,0
242,13,27,,,,,,2018-07-22T13:53:41.000Z,1
243,6,34,38,41,42,,,2018-06-03T01:40:13.000Z,0
244,39,49,,,,,,2018-09-06T00:08:22.000Z,1
245,0,2,12,31,46,,,2018-07-10T22:02:22.000Z,0
246,3,18,35,,,,,2018-05-29T01:40:09.000Z,1
247,23,25,35,38,,,,2018-05-30T01:40:13.000Z,0
248,16,20,30,,,,,2018-04-06T15:16:32.000Z,1
249,14,36,44,,,,,2018-04-13T22:04:29.000Z,0
250,29,,,,,,,2018-04-13T22:18:03.000Z,1
251,10,21,23,41,44,45,,2018-05-04T20:44:33.000Z,0
252,11,19,36,,,,,2018-05-04T21:16:02.000Z,1
253,4,5,48,,,,,2018-05-04T21:49:11.000Z,1
254,37,42,49,,,,,2018-05-11T22:02:37.000Z,0
255,3,14,,,,,,2018-11-23T13:39:55.000Z,1
256,9,16,19,22,32,,,2018-04-09T23:15:14.000Z,0
257,0,4,7,9,11,40,,2018-04-23T23:04:15.000Z,1
258,16,32,45,,,,,2018-01-14T04:14:31.000Z,0
259,10,13,16,17,18,37,48,2018-01-21T21:03:38.000Z,1
260,7,45,49,,,,,2018-07-16T23:48:47.000Z,0
261,9,19,47,,,,,2018-06-11T22:33:56.000Z,1
262,43,49,,,,,,2018-05-07T21:58:05.000Z,0
263,14,,,,,,,2018-05-07T21:58:05.000Z,1
264,4,9,28,41,,,,2018-05-14T22:31:48.000Z,0
265,16,32,45,,,,,2018-05-14T22:50:25.000Z,1
266,3,33,42,,,,,2018-05-28T01:52:26.000Z,0
267,23,28,29,41,,,,2018-05-28T14:22:08.000Z,1
268,2,10,,,,,,2018-05-28T18:53:34.000Z,0
269,11,19,42,45,,,,2018-05-28T23:00:41.000Z,1
270,23,26,30,33,42,47,,2018-11-26T22:04:38.000Z,0
271,12,31,36,48,,,,2018-10-08T19:45:00.000Z,1
272,17,29,46,47,,,,2018-04-14T20:48:41.000Z,0
273,2,,,,,,,2018-04-14T21:19:43.000Z,1
274,13,45,46,47,48,,,2018-04-21T19:32:04.000Z,0
275,27,28,,,,,,2018-04-28T21:26:35.000Z,1
276,3,10,23,24,37,44,47,2018-12-29T16:28:47.000Z,0
277,9,13,15,21,28,29,,2018-02-02T20:46:18.000Z,1
278,1,21,34,,,,,2018-06-02T22:43:48.000Z,0
279,37,49,,,,,,2018-06-09T23:11:32.000Z,1
280,13,14,15,44,,,,2018-06-30T19:28:38.000Z,0
281,0,2,46,,,,,2018-05-05T00:43:45.000Z,1
282,0,2,38,46,,,,2018-05-19T19:03:08.000Z,0
283,16,33,42,,,,,2018-05-26T23:42:50.000Z,1
284,17,29,47,,,,,2018-11-24T19:42:24.000Z,0
285,3,14,38,,,,,2018-11-24T21:02:14.000Z,1
286,13,21,22,28,36,48,,2018-10-27T17:40:18.000Z,0
287,22,30,39,,,,,2018-10-27T23:58:46.000Z,1
288,10,16,33,40,42,,,2018-04-08T21:13:39.000Z,0
289,3,8,10,15,18,31,35,2018-04-15T14:22:15.000Z,1
290,3,4,14,27,44,45,,2018-04-15T16:06:34.000Z,0
291,2,3,5,17,29,42,46,2018-04-15T17:53:39.000Z,1
292,1,19,27,,,,,2018-04-15T20:59:35.000Z,0
293,19,26,44,,,,,2018-04-15T21:42:23.000Z,1
294,16,32,45,,,,,2018-04-22T13:48:04.000Z,0
295,4,9,24,,,,,2018-04-22T19:46:00.000Z,1
296,2,27,28,,,,,2018-04-22T20:10:52.000Z,0
297,1,14,18,38,,,,2018-04-22T20:49:52.000Z,1
298,26,47,,,,,,2018-04-29T01:52:11.000Z,0
299,6,7,8,11,16,18,44,2018-04-29T15:23:33.000Z,1
300,5,17,41,,,,,2018-04-29T17:17:14.000Z,0
301,12,31,,,,,,2018-04-29T18:39:46.000Z,1
302,6,8,12,25,36,40,49,2018-04-29T21:24:42.000Z,0
303,2,11,28,39,42,,,2018-08-05T13:29:28.000Z,1
304,33,42,,,,,,2018-12-02T17:56:41.000Z,0
305,1,4,6,13,37,,,2018-12-16T20:08:42.000Z,1
306,0,16,18,32,,,,2018-12-30T00:51:01.000Z,0
307,29,35,44,,,,,2018-02-10T17:31:34.000Z,1
308,5,22,49,,,,,2018-01-13T19:30:01.000Z,0
309,14,44,46,,,,,2018-07-08T18:18:55.000Z,1
310,4,9,12,,,,,2018-07-08T23:34:49.000Z,0
311,15,16,32,45,,,,2018-07-15T17:54:24.000Z,1
312,30,,,,,,,2018-06-03T13:55:15.000Z,0
313,17,27,29,37,47,48,,2018-06-03T19:44:42.000Z,1
314,3,4,9,15,49,,,2018-06-10T02:19:58.000Z,0
315,1,3,,,,,,2018-06-10T13:13:32.000Z,1
316,1,8,14,26,47,,,2018-06-10T22:04:11.000Z,0
317,8,15,19,32,40,49,,2018-05-06T16:47:00.000Z,1
318,11,17,29,47,48,,,2018-05-06T18:52:14.000Z,0
319,12,31,36,48,,,,2018-05-06T21:01:32.000Z,1
320,26,30,49,,,,,2018-05-06T21:19:29.000Z,0
321,13,25,45,,,,,2018-05-13T15:58:32.000Z,1
322,1,19,,,,,,2018-05-13T18:37:22.000Z,0
323,18,19,35,45,,,,2018-05-13T19:37:23.000Z,1
324,0,46,,,,,,2018-05-13T21:09:29.000Z,0
325,5,7,12,,,,,2018-05-27T13:32:41.000Z,1
326,28,29,48,,,,,2018-05-27T23:21:08.000Z,0
327,24,27,31,,,,,2018-11-11T14:24:35.000Z,1
328,14,19,31,44,45,,,2018-11-11T23:49:18.000Z,0
329,16,32,45,,,,,2018-10-28T00:48:52.000Z,1
330,19,47,,,,,,2018-10-28T23:24:37.000Z,0
331,33,42,,,,,,2018-04-12T22:36:34.000Z,1
332,3,17,29,47,,,,2018-04-19T23:19:27.000Z,0
333,42,,,,,,,2018-05-03T23:21:26.000Z,1
334,3,18,35,43,,,,2018-05-03T23:48:39.000Z,0
335,2,4,26,46,47,,,2018-05-17T23:28:36.000Z,1
336,27,28,30,44,,,,2018-11-01T14:47:28.000Z,0
337,25,29,32,,,,,2018-11-22T21:44:06.000Z,1
338,12,31,36,48,,,,2018-11-22T23:38:16.000Z,0
339,13,19,23,28,29,35,42,2018-04-03T21:58:10.000Z,1
340,6,20,42,,,,,2018-04-10T22:51:55.000Z,0
341,3,18,35,,,,,2018-04-17T22:14:25.000Z,1
342,20,28,34,41,,,,2018-04-17T22:49:56.000Z,0
343,6,27,,,,,,2018-04-24T22:37:19.000Z,1
344,23,24,40,41,43,,,2018-04-24T23:18:05.000Z,0
345,0,2,46,,,,,2018-01-01T20:05:24.000Z,1
346,7,15,49,,,,,2018-06-12T22:32:30.000Z,0
347,23,24,40,41,,,,2018-06-26T22:59:26.000Z,1
348,14,44,,,,,,2018-06-26T23:23:33.000Z,0
349,16,18,26,,,,,2018-05-08T22:47:50.000Z,1
350,5,7,13,27,28,32,,2018-05-08T23:41:33.000Z,0
351,6,11,27,36,,,,2018-05-15T22:38:37.000Z,1
352,0,10,15,,,,,2018-05-15T23:09:22.000Z,0
353,22,34,35,,,,,2018-05-29T23:06:30.000Z,1
354,0,27,29,,,,,2018-11-20T23:23:36.000Z,0
355,22,34,,,,,,2018-04-04T22:46:01.000Z,1
356,33,38,,,,,,2018-04-04T23:43:16.000Z,0
357,32,49,,,,,,2018-04-11T23:11:22.000Z,1
358,7,11,37,42,,,,2018-04-18T22:26:35.000Z,0
359,23,24,40,41,,,,2018-04-25T22:28:52.000Z,1
360,5,20,36,,,,,2018-04-25T22:45:38.000Z,0
361,21,33,,,,,,2018-04-25T23:54:51.000Z,1
362,7,11,32,37,45,47,,2018-12-19T00:25:04.000Z,0
363,12,31,36,48,,,,2018-06-13T22:38:36.000Z,1
364,1,19,27,,,,,2018-06-13T22:45:18.000Z,0
365,1,14,44,49,,,,2018-05-09T22:54:13.000Z,1
366,27,28,,,,,,2018-05-09T23:32:27.000Z,0
367,0,2,46,,,,,2018-05-16T22:36:24.000Z,1
368,14,44,,,,,,2018-05-23T22:35:12.000Z,0
369,14,15,37,39,44,47,,2018-05-30T00:35:51.000Z,1
370,4,24,,,,,,2018-11-21T23:22:15.000Z,0
371,47,,,,,,,2018-10-31T14:21:11.000Z,1
372,3,18,35,,,,,2018-09-05T18:48:04.000Z,0
373,12,31,36,48,,,,2018-11-16T05:55:52.000Z,1
374,14,44,49,,,,,2018-12-08T17:33:11.000Z,0
375,16,32,45,49,,,,2018-01-17T03:07:13.000Z,1
376,39,48,,,,,,2018-11-20T14:25:46.000Z,0
377,3,17,18,35,,,,2018-04-06T15:45:10.000Z,1
378,27,28,,,,,,2018-01-11T15:09:11.000Z,0
379,1,10,19,21,34,36,48,2018-07-06T13:42:27.000Z,1
380,3,18,35,,,,,2018-07-06T16:06:12.000Z,0
381,4,24,49,,,,,2018-05-04T14:31:27.000Z,1
382,2,25,37,,,,,2018-05-11T22:16:29.000Z,0
383,12,31,36,48,,,,2018-05-18T21:22:18.000Z,1
384,1,5,7,10,22,24,49,2018-07-02T14:28:22.000Z,0
385,4,11,21,31,,,,2018-05-21T20:36:18.000Z,1
386,12,30,37,42,,,,2018-05-28T22:02:23.000Z,0
387,33,42,,,,,,2018-04-07T16:00:15.000Z,1
388,33,42,46,,,,,2018-04-07T16:02:00.000Z,0
389,21,31,42,,,,,2018-04-21T14:58:34.000Z,1
390,6,16,,,,,,2018-07-14T12:19:04.000Z,0
391,1,5,17,19,34,,,2018-06-09T11:47:49.000Z,1
392,7,15,49,,,,,2018-04-29T16:42:30.000Z,0
393,25,26,29,,,,,2018-07-15T14:46:11.000Z,1
394,14,45,49,,,,,2018-06-03T15:51:46.000Z,0
395,2,7,18,22,32,,,2018-06-17T20:26:58.000Z,1
396,0,15,35,38,47,,,2018-07-12T14:00:28.000Z,0
397,17,19,28,29,47,49,,2018-07-12T20:08:31.000Z,1
398,29,,,,,,,2018-05-17T15:54:15.000Z,0
399,4,9,,,,,,2018-07-10T23:50:13.000Z,1
400,3,18,22,35,,,,2018-05-15T17:57:27.000Z,0
401,16,32,45,,,,,2018-06-06T13:00:38.000Z,1
402,5,22,,,,,,2018-04-06T14:28:08.000Z,0
403,1,18,19,,,,,2018-12-07T15:37:24.000Z,1
404,23,27,28,,,,,2018-12-14T14:58:17.000Z,0
405,3,7,28,,,,,2018-05-11T13:28:53.000Z,1
406,14,48,,,,,,2018-11-30T23:53:46.000Z,0
407,5,22,,,,,,2018-09-14T17:41:42.000Z,1
408,7,11,37,45,,,,2018-09-14T17:50:19.000Z,0
409,15,28,35,38,42,,,2018-04-16T13:46:10.000Z,1
410,5,22,,,,,,2018-08-06T13:32:01.000Z,0
411,17,29,47,,,,,2018-12-10T16:09:50.000Z,1
412,8,12,17,,,,,2018-12-31T23:04:04.000Z,0
413,12,31,36,48,,,,2018-07-30T16:47:26.000Z,1
414,7,11,37,45,,,,2018-04-07T21:45:48.000Z,0
415,7,18,33,41,42,,,2018-04-14T19:02:36.000Z,1
416,12,31,36,48,,,,2018-04-28T19:31:33.000Z,0
417,3,7,13,18,33,35,45,2018-08-11T18:42:11.000Z,1
418,3,12,27,35,,,,2018-08-18T13:25:36.000Z,0
419,23,48,,,,,,2018-12-08T20:07:26.000Z,1
420,4,33,42,49,,,,2018-12-29T15:38:49.000Z,0
421,24,42,46,,,,,2018-05-05T14:45:02.000Z,1
422,7,15,49,,,,,2018-05-12T20:40:24.000Z,0
423,2,8,11,29,33,38,,2018-09-15T19:32:37.000Z,1
424,12,31,36,48,,,,2018-09-15T21:56:38.000Z,0
425,16,32,45,,,,,2018-04-29T19:18:19.000Z,1
426,31,33,41,42,,,,2018-04-29T19:55:19.000Z,0
427,8,14,37,44,,,,2018-04-29T20:52:37.000Z,1
428,12,14,32,33,37,39,43,2018-08-05T18:18:54.000Z,0
429,27,32,35,42,46,47,,2018-12-02T20:33:48.000Z,1
430,3,9,32,34,,,,2018-05-06T21:54:52.000Z,0
431,29,,,,,,,2018-04-12T13:48:31.000Z,1
432,33,42,,,,,,2018-04-19T01:52:59.000Z,0
433,1,12,19,34,,,,2018-08-09T13:05:02.000Z,1
434,21,42,,,,,,2018-02-07T14:55:41.000Z,0
435,7,24,29,40,,,,2018-05-03T22:15:48.000Z,1
436,21,25,27,45,,,,2018-04-17T20:59:38.000Z,0
437,7,15,35,49,,,,2018-04-24T14:43:25.000Z,1
438,1,16,32,45,,,,2018-01-15T23:51:23.000Z,0
439,3,18,32,35,,,,2018-05-01T17:34:49.000Z,1
440,21,27,28,,,,,2018-04-11T19:08:55.000Z,0
441,7,12,13,24,29,33,42,2018-04-25T20:55:33.000Z,1
442,27,28,,,,,,2018-12-05T19:03:07.000Z,0
443,1,13,19,21,26,48,,2018-11-21T14:32:51.000Z,1
