17850,soup,4,0,2018-08-13T15:44:00.000Z,1
17850,turkey,6,4,2018-05-07T16:46:00.000Z,0
17850,spaghetti,6,4,2018-05-21T17:38:00.000Z,1
17850,clothes accessories,6,4,2018-11-26T13:52:00.000Z,0
17850,energy drink,6,4,2018-07-07T00:41:00.000Z,1
17850,soup,2,0,2018-08-16T23:52:00.000Z,0
17850,turkey,6,4,2018-12-06T02:52:00.000Z,1
15100,french fries,4,0,2018-06-07T18:39:00.000Z,0
17850,chocolate,6,4,2018-05-17T15:42:00.000Z,1
17850,herb & pepper,6,4,2018-11-01T20:03:00.000Z,0
17850,cookies,8,4,2018-07-03T14:43:00.000Z,1
17850,shrimp,6,4,2018-07-17T02:20:00.000Z,0
17850,grated cheese,6,4,2018-07-24T16:17:00.000Z,1
17850,burgers,6,4,2018-07-04T02:57:00.000Z,0
17850,cookies,6,4,2018-07-04T14:32:00.000Z,1
17850,yogurt cake,6,4,2018-07-04T23:49:00.000Z,0
17850,soup,2,0,2018-06-06T18:47:00.000Z,1
17850,cookies,4,0,2018-06-13T16:34:00.000Z,0
17850,mineral water,6,4,2018-06-20T21:26:00.000Z,1
17850,eggs,6,4,2018-06-27T15:56:00.000Z,0
17850,grated cheese,6,4,2018-11-21T20:56:00.000Z,1
17850,mint,6,4,2018-08-10T23:28:00.000Z,0
17850,eggs,2,0,2018-07-13T22:00:00.000Z,1
17850,burgers,6,4,2018-07-27T23:12:00.000Z,0
15291,mineral water,6,4,2018-11-16T00:58:00.000Z,1
15291,burgers,8,4,2018-11-16T00:59:00.000Z,0
17850,energy bar,6,4,2018-10-26T23:12:00.000Z,1
17850,energy bar,6,4,2018-09-14T23:03:00.000Z,0
14688,chocolate,10,4,2018-07-02T23:24:00.000Z,1
14688,low fat yogurt,10,4,2018-07-09T23:14:00.000Z,0
14688,asparagus,10,4,2018-07-16T23:36:00.000Z,1
14688,burgers,10,5,2018-11-05T23:39:00.000Z,0
14688,low fat yogurt,12,4,2018-11-12T00:19:00.000Z,1
14688,burgers,6,4,2018-11-12T23:42:00.000Z,0
14688,champagne,12,4,2018-08-11T22:17:00.000Z,1
14688,champagne,10,4,2018-08-18T20:40:00.000Z,0
14688,burgers,6,4,2018-07-07T22:26:00.000Z,1
14688,ham,6,4,2018-07-07T22:37:00.000Z,0
14688,turkey,8,4,2018-07-21T00:24:00.000Z,1
14688,muffins,10,4,2018-07-21T23:02:00.000Z,0
14688,cookies,10,4,2018-07-28T21:55:00.000Z,1
14688,frozen vegetables,10,5,2018-06-09T17:06:00.000Z,0
14688,mineral water,6,4,2018-06-09T17:44:00.000Z,1
14688,burgers,6,4,2018-06-30T22:19:00.000Z,0
14688,turkey,12,4,2018-11-17T20:43:00.000Z,1
14688,ham,10,4,2018-10-13T00:40:00.000Z,0
14688,ground beef,10,5,2018-10-27T18:11:00.000Z,1
17809,ground beef,10,4,2018-09-15T23:15:00.000Z,0
15311,mineral water,9,4,2018-08-12T20:47:00.000Z,1
15311,shrimp,5,4,2018-07-01T00:15:00.000Z,0
15311,shrimp,10,4,2018-07-01T00:59:00.000Z,1
15311,spaghetti,6,4,2018-10-28T16:47:00.000Z,1
15311,shrimp,10,4,2018-09-09T17:10:00.000Z,0
15311,burgers,10,4,2018-09-16T00:14:00.000Z,1
15311,french wine,1,0,2018-07-12T23:59:00.000Z,0
15311,chicken,1,0,2018-11-01T17:56:00.000Z,1
15311,turkey,1,0,2018-10-25T00:13:00.000Z,0
15311,grated cheese,10,4,2018-10-25T22:58:00.000Z,1
15311,mineral water,3,0,2018-08-14T23:35:00.000Z,0
15311,eggs,1,0,2018-07-03T22:23:00.000Z,1
15311,burgers,2,0,2018-07-03T22:35:00.000Z,0
15311,muffins,1,0,2018-07-10T23:14:00.000Z,1
15311,pasta,1,0,2018-07-17T23:34:00.000Z,0
15311,tomatoes,4,0,2018-06-26T16:14:00.000Z,1
15311,ground beef,1,0,2018-11-20T00:37:00.000Z,0
15311,french fries,6,4,2018-11-20T00:44:00.000Z,1
15311,chocolate,3,0,2018-07-18T00:15:00.000Z,0
15311,burgers,2,0,2018-07-18T23:01:00.000Z,1
15311,ground beef,1,0,2018-10-03T16:25:00.000Z,0
15311,grated cheese,1,0,2018-10-24T00:13:00.000Z,1
15311,grated cheese,1,0,2018-10-24T00:25:00.000Z,0
15311,pancakes,1,0,2018-09-05T22:32:00.000Z,1
15311,frozen smoothie,2,0,2018-09-05T23:59:00.000Z,0
15311,carrots,2,0,2018-12-22T02:09:00.000Z,1
15311,chocolate,2,0,2018-11-25T04:24:00.000Z,0
15311,turkey,4,0,2018-02-14T04:11:00.000Z,1
15311,frozen vegetables,1,0,2018-11-27T01:08:00.000Z,0
15311,cookies,1,0,2018-12-19T02:34:00.000Z,1
15311,ground beef,2,0,2018-02-01T17:46:00.000Z,0
15311,turkey,3,0,2018-07-20T13:35:00.000Z,1
15311,frozen vegetables,8,4,2018-05-04T21:22:00.000Z,0
15311,frozen vegetables,10,5,2018-05-25T23:15:00.000Z,1
14527,red wine,1,0,2018-04-09T18:57:00.000Z,0
16098,chocolate,12,4,2018-04-09T22:29:00.000Z,1
16098,chocolate,8,4,2018-02-11T22:01:00.000Z,0
16098,turkey,12,4,2018-05-07T12:27:00.000Z,1
16098,cookies,10,5,2018-05-07T13:12:00.000Z,0
16098,turkey,10,4,2018-11-26T16:09:00.000Z,1
16098,yams,8,4,2018-04-07T18:51:00.000Z,0
16098,rice,8,4,2018-04-14T14:09:00.000Z,1
16098,chocolate,4,0,2018-04-28T14:18:00.000Z,0
16098,shrimp,12,5,2018-07-07T13:19:00.000Z,1
16098,burgers,2,0,2018-07-21T00:12:00.000Z,0
16098,mineral water,2,0,2018-06-09T14:48:00.000Z,1
16098,cookies,4,0,2018-06-09T17:34:00.000Z,0
15311,shrimp,1,0,2018-05-05T23:55:00.000Z,1
18074,shallot,3,0,2018-09-15T23:17:00.000Z,0
18074,shrimp,6,4,2018-04-15T16:15:00.000Z,1
18074,burgers,12,4,2018-04-22T17:16:00.000Z,0
18074,red wine,6,4,2018-12-09T15:45:00.000Z,1
18074,burgers,12,4,2018-02-03T15:11:00.000Z,0
18074,herb & pepper,12,5,2018-04-12T23:14:00.000Z,1
18074,shrimp,12,4,2018-04-19T13:08:00.000Z,0
18074,butter,6,4,2018-04-26T12:57:00.000Z,1
18074,light mayo,2,0,2018-04-26T13:12:00.000Z,0
18074,low fat yogurt,4,0,2018-05-03T18:32:00.000Z,1
18074,herb & pepper,3,0,2018-05-31T17:06:00.000Z,0
18074,burgers,6,4,2018-11-29T00:54:00.000Z,1
18074,turkey,8,4,2018-10-25T14:37:00.000Z,0
17420,cookies,1,0,2018-09-13T17:12:00.000Z,1
17420,escalope,12,4,2018-04-03T19:35:00.000Z,0
17420,pepper,6,4,2018-04-17T14:02:00.000Z,1
17420,frozen vegetables,10,4,2018-08-14T00:06:00.000Z,0
17420,chocolate,12,4,2018-05-08T14:41:00.000Z,1
17420,herb & pepper,2,0,2018-05-15T13:04:00.000Z,0
17420,burgers,10,4,2018-05-29T20:55:00.000Z,1
16029,chocolate,8,4,2018-04-11T23:09:00.000Z,0
16029,muffins,2,0,2018-04-18T23:12:00.000Z,1
16029,ham,2,0,2018-01-30T20:09:00.000Z,0
16029,spaghetti,10,4,2018-06-27T00:22:00.000Z,1
16029,chocolate,10,4,2018-10-24T15:12:00.000Z,0
16029,frozen vegetables,10,5,2018-09-05T23:19:00.000Z,1
16029,candy bars,12,4,2018-02-01T17:52:00.000Z,0
16029,burgers,12,4,2018-05-04T12:24:00.000Z,1
16250,parmesan cheese,3,0,2018-05-11T17:26:00.000Z,0
16250,pancakes,3,0,2018-05-25T18:49:00.000Z,1
16250,eggs,2,0,2018-10-26T21:29:00.000Z,0
16250,frozen vegetables,3,0,2018-08-11T20:36:00.000Z,1
16250,chocolate,3,0,2018-08-18T18:04:00.000Z,0
16250,turkey,6,4,2018-12-01T20:09:00.000Z,1
16250,whole wheat pasta,12,4,2018-10-27T19:48:00.000Z,0
16250,cooking oil,12,5,2018-12-02T20:06:00.000Z,1
16250,frozen vegetables,12,4,2018-08-09T22:57:00.000Z,0
16250,fresh tuna,12,4,2018-01-29T19:30:00.000Z,1
16250,red wine,12,4,2018-07-06T00:20:00.000Z,0
16250,milk,4,0,2018-06-18T19:46:00.000Z,1
16250,french fries,12,5,2018-04-21T15:41:00.000Z,0
16250,milk,12,4,2018-04-21T16:53:00.000Z,1
12431,french fries,6,4,2018-04-21T19:38:00.000Z,0
12431,chocolate,8,4,2018-05-12T20:09:00.000Z,1
12431,burgers,12,4,2018-07-15T19:12:00.000Z,0
12431,shrimp,6,4,2018-05-06T18:36:00.000Z,1
12431,green tea,4,0,2018-05-13T19:12:00.000Z,0
12431,low fat yogurt,6,4,2018-05-17T23:18:00.000Z,1
12431,turkey,3,0,2018-04-24T20:19:00.000Z,0
12431,turkey,2,0,2018-07-03T02:13:00.000Z,1
12431,bug spray,4,0,2018-04-25T16:26:00.000Z,0
12431,oil,4,0,2018-04-25T22:59:00.000Z,1
12431,soup,2,0,2018-12-12T00:40:00.000Z,0
12431,spaghetti,2,0,2018-07-04T16:31:00.000Z,1
12431,turkey,10,4,2018-08-10T00:45:00.000Z,0
12431,ground beef,10,5,2018-05-25T22:47:00.000Z,1
17511,frozen vegetables,2,0,2018-04-14T22:44:00.000Z,0
17511,herb & pepper,12,4,2018-08-18T15:34:00.000Z,1
17511,whole wheat pasta,12,4,2018-08-18T19:54:00.000Z,0
17511,cookies,6,4,2018-05-19T21:32:00.000Z,1
17511,olive oil,6,4,2018-04-22T20:06:00.000Z,0
17511,ground beef,8,4,2018-07-29T00:36:00.000Z,1
17511,mineral water,4,0,2018-07-29T19:07:00.000Z,0
17511,herb & pepper,12,4,2018-06-03T18:14:00.000Z,1
17511,salmon,8,4,2018-04-12T22:42:00.000Z,0
17511,eggs,8,4,2018-04-19T13:46:00.000Z,1
17511,mineral water,2,0,2018-04-19T22:56:00.000Z,0
17511,mineral water,8,4,2018-07-05T21:25:00.000Z,1
17511,shrimp,12,4,2018-05-03T17:48:00.000Z,0
17511,cake,12,4,2018-05-03T17:59:00.000Z,1
17511,turkey,12,5,2018-05-17T18:19:00.000Z,0
17511,frozen vegetables,6,4,2018-04-10T23:11:00.000Z,1
17511,turkey,4,0,2018-06-05T00:06:00.000Z,0
17511,whole wheat pasta,12,4,2018-05-15T14:46:00.000Z,1
17511,eggs,10,4,2018-05-15T22:52:00.000Z,0
17511,ground beef,10,5,2018-04-18T23:08:00.000Z,1
17511,milk,10,4,2018-07-04T19:51:00.000Z,0
17511,spaghetti,6,4,2018-05-09T00:34:00.000Z,1
17511,whole wheat pasta,12,4,2018-10-17T13:44:00.000Z,0
17511,whole wheat pasta,2,0,2018-10-24T22:44:00.000Z,1
17548,spaghetti,12,5,2018-09-05T22:28:00.000Z,0
17548,eggs,10,4,2018-04-23T23:39:00.000Z,1
17548,fresh tuna,10,4,2018-06-04T01:40:00.000Z,0
17548,mineral water,10,4,2018-05-28T01:40:00.000Z,1
17548,frozen vegetables,12,4,2018-07-08T12:39:00.000Z,0
17548,chocolate,12,5,2018-07-08T15:20:00.000Z,1
17548,meatballs,10,4,2018-07-22T13:53:00.000Z,0
13705,low fat yogurt,6,4,2018-06-03T01:40:00.000Z,1
13705,green tea,4,0,2018-09-06T00:08:00.000Z,0
13705,escalope,12,4,2018-07-10T22:02:00.000Z,1
13705,pepper,12,5,2018-05-29T01:40:00.000Z,0
13705,red wine,1,0,2018-05-30T01:40:00.000Z,1
13705,burgers,12,4,2018-04-06T15:16:00.000Z,0
13705,french wine,12,4,2018-04-13T22:04:00.000Z,1
13705,burgers,4,0,2018-04-13T22:18:00.000Z,0
13705,red wine,2,0,2018-05-04T20:44:00.000Z,1
13705,pepper,10,4,2018-05-04T21:16:00.000Z,0
13747,milk,8,4,2018-05-04T21:49:00.000Z,1
13408,french fries,12,4,2018-11-23T13:39:00.000Z,1
13408,almonds,12,5,2018-04-09T23:15:00.000Z,0
13408,burgers,12,4,2018-04-23T23:04:00.000Z,1
13408,milk,12,4,2018-01-14T04:14:00.000Z,0
13408,pancakes,12,4,2018-01-21T21:03:00.000Z,1
13408,mineral water,12,4,2018-07-16T23:48:00.000Z,0
13408,ham,6,4,2018-06-11T22:33:00.000Z,1
13408,salt,12,4,2018-05-07T21:58:00.000Z,0
13408,spaghetti,4,0,2018-05-07T21:58:00.000Z,1
13408,spaghetti,6,4,2018-05-14T22:31:00.000Z,0
13767,frozen vegetables,8,4,2018-05-14T22:50:00.000Z,1
13767,energy drink,4,0,2018-05-28T01:52:00.000Z,0
13767,muffins,10,4,2018-05-28T14:22:00.000Z,1
13767,turkey,10,4,2018-05-28T18:53:00.000Z,0
13767,cookies,10,4,2018-05-28T23:00:00.000Z,1
13767,chocolate,8,4,2018-11-26T22:04:00.000Z,0
13767,spaghetti,8,4,2018-10-08T19:45:00.000Z,1
13767,shrimp,4,0,2018-04-14T20:48:00.000Z,0
13767,burgers,8,4,2018-04-14T21:19:00.000Z,1
13767,pancakes,8,4,2018-04-21T19:32:00.000Z,0
13767,strong cheese,8,4,2018-04-28T21:26:00.000Z,1
13767,grated cheese,8,4,2018-12-29T16:28:00.000Z,0
13767,herb & pepper,6,4,2018-02-02T20:46:00.000Z,1
13767,spaghetti,6,4,2018-06-02T22:43:00.000Z,0
17850,chocolate,6,4,2018-06-09T23:11:00.000Z,1
17850,french fries,6,4,2018-06-30T19:28:00.000Z,0
17850,mineral water,8,4,2018-05-05T00:43:00.000Z,1
17850,eggs,6,4,2018-05-19T19:03:00.000Z,0
17850,escalope,6,4,2018-05-26T23:42:00.000Z,1
17850,cake,6,4,2018-11-24T19:42:00.000Z,0
17850,whole wheat pasta,6,4,2018-11-24T21:02:00.000Z,1
17850,mineral water,6,4,2018-10-27T17:40:00.000Z,0
17850,french fries,6,4,2018-10-27T23:58:00.000Z,1
17850,chocolate,2,0,2018-04-08T21:13:00.000Z,0
17850,frozen vegetables,4,0,2018-04-15T14:22:00.000Z,1
17850,hot dogs,6,4,2018-04-15T16:06:00.000Z,0
17850,chocolate,12,5,2018-04-15T17:53:00.000Z,1
17850,pancakes,6,4,2018-04-15T20:59:00.000Z,0
17850,shrimp,6,4,2018-04-15T21:42:00.000Z,1
17850,chocolate,2,0,2018-04-22T13:48:00.000Z,0
17850,pepper,2,0,2018-04-22T19:46:00.000Z,1
17850,avocado,6,4,2018-04-22T20:10:00.000Z,0
17924,herb & pepper,12,4,2018-04-22T20:49:00.000Z,1
17924,herb & pepper,6,4,2018-04-29T01:52:00.000Z,0
13448,french fries,10,4,2018-04-29T15:23:00.000Z,1
13448,green tea,6,4,2018-04-29T17:17:00.000Z,0
13448,eggs,4,0,2018-04-29T18:39:00.000Z,1
13448,grated cheese,8,4,2018-04-29T21:24:00.000Z,0
13448,french fries,6,4,2018-08-05T13:29:00.000Z,1
13448,burgers,2,0,2018-12-02T17:56:00.000Z,0
13448,herb & pepper,12,4,2018-12-16T20:08:00.000Z,1
13448,grated cheese,12,5,2018-12-30T00:51:00.000Z,0
13448,whole wheat pasta,12,4,2018-02-10T17:31:00.000Z,1
13448,burgers,12,4,2018-01-13T19:30:00.000Z,0
13448,chocolate,12,4,2018-07-08T18:18:00.000Z,1
13448,frozen vegetables,6,4,2018-07-08T23:34:00.000Z,0
13448,tomato sauce,4,0,2018-07-15T17:54:00.000Z,1
13448,milk,8,4,2018-06-03T13:55:00.000Z,0
13448,pet food,9,4,2018-06-03T19:44:00.000Z,1
13448,yogurt cake,4,0,2018-06-10T02:19:00.000Z,0
13448,green tea,9,4,2018-06-10T13:13:00.000Z,1
17850,escalope,6,4,2018-06-10T22:04:00.000Z,0
17850,herb & pepper,6,4,2018-05-06T16:47:00.000Z,1
13448,mineral water,12,4,2018-05-06T18:52:00.000Z,0
15862,turkey,1,0,2018-05-06T21:01:00.000Z,1
15862,turkey,1,0,2018-05-06T21:19:00.000Z,0
15862,spaghetti,2,0,2018-05-13T15:58:00.000Z,1
15862,turkey,1,0,2018-05-13T18:37:00.000Z,0
15862,mineral water,1,0,2018-05-13T19:37:00.000Z,1
15862,turkey,1,0,2018-05-13T21:09:00.000Z,0
15862,spaghetti,1,0,2018-05-27T13:32:00.000Z,1
15862,chocolate,2,0,2018-05-27T23:21:00.000Z,0
15862,grated cheese,1,0,2018-11-11T14:24:00.000Z,1
15862,chocolate,4,0,2018-11-11T23:49:00.000Z,0
15862,spaghetti,1,0,2018-10-28T00:48:00.000Z,1
15862,red wine,1,0,2018-10-28T23:24:00.000Z,0
15862,red wine,2,0,2018-04-12T22:36:00.000Z,1
15862,green tea,2,0,2018-04-19T23:19:00.000Z,0
15862,mineral water,2,0,2018-05-03T23:21:00.000Z,1
15862,muffins,1,0,2018-05-03T23:48:00.000Z,0
15862,cake,1,0,2018-05-17T23:28:00.000Z,1
15862,fresh tuna,1,0,2018-11-01T14:47:00.000Z,0
15862,turkey,3,0,2018-11-22T21:44:00.000Z,1
15862,burgers,1,0,2018-11-22T23:38:00.000Z,0
15862,escalope,1,0,2018-04-03T21:58:00.000Z,1
15862,chocolate,2,0,2018-04-10T22:51:00.000Z,0
15862,ham,1,0,2018-04-17T22:14:00.000Z,1
15862,avocado,1,0,2018-04-17T22:49:00.000Z,0
15862,spaghetti,1,0,2018-04-24T22:37:00.000Z,1
15862,energy bar,2,0,2018-04-24T23:18:00.000Z,0
15862,fresh tuna,4,0,2018-01-01T20:05:00.000Z,1
15862,energy drink,2,0,2018-06-12T22:32:00.000Z,0
15862,whole wheat rice,1,0,2018-06-26T22:59:00.000Z,1
15862,mineral water,1,0,2018-06-26T23:23:00.000Z,0
15862,eggs,1,0,2018-05-08T22:47:00.000Z,1
15862,escalope,3,0,2018-05-08T23:41:00.000Z,0
15862,antioxydant juice,1,0,2018-05-15T22:38:00.000Z,1
15862,shrimp,1,0,2018-05-15T23:09:00.000Z,0
15862,grated cheese,2,0,2018-05-29T23:06:00.000Z,1
15862,spaghetti,3,0,2018-11-20T23:23:00.000Z,0
15862,champagne,1,0,2018-04-04T22:46:00.000Z,1
15862,mineral water,1,0,2018-04-04T23:43:00.000Z,0
15862,tomatoes,2,0,2018-04-11T23:11:00.000Z,1
15862,chicken,2,0,2018-04-18T22:26:00.000Z,0
15862,frozen vegetables,2,0,2018-04-25T22:28:00.000Z,1
15862,ground beef,1,0,2018-04-25T22:45:00.000Z,0
15862,french fries,1,0,2018-04-25T23:54:00.000Z,1
15862,mineral water,2,0,2018-12-19T00:25:00.000Z,0
15862,frozen vegetables,9,4,2018-06-13T22:38:00.000Z,1
15862,honey,1,0,2018-06-13T22:45:00.000Z,0
15862,whole wheat rice,4,0,2018-05-09T22:54:00.000Z,1
15862,pancakes,3,0,2018-05-09T23:32:00.000Z,0
15862,green tea,1,0,2018-05-16T22:36:00.000Z,1
15862,french fries,1,0,2018-05-23T22:35:00.000Z,0
15862,mineral water,1,0,2018-05-30T00:35:00.000Z,1
15862,escalope,2,0,2018-11-21T23:22:00.000Z,0
15862,grated cheese,1,0,2018-10-31T14:21:00.000Z,1
15862,spaghetti,1,0,2018-09-05T18:48:00.000Z,0
15862,milk,5,4,2018-11-16T05:55:00.000Z,1
15862,sandwich,3,0,2018-12-08T17:33:00.000Z,0
15862,chocolate,3,0,2018-01-17T03:07:00.000Z,1
15862,shrimp,9,5,2018-11-20T14:25:00.000Z,0
15862,red wine,1,0,2018-04-06T15:45:00.000Z,1
15862,yams,4,0,2018-01-11T15:09:00.000Z,0
15862,spaghetti,1,0,2018-07-06T13:42:00.000Z,1
15862,french fries,1,0,2018-07-06T16:06:00.000Z,0
15862,mineral water,2,0,2018-05-04T14:31:00.000Z,1
15862,tomato sauce,2,0,2018-05-11T22:16:00.000Z,0
15513,shrimp,12,4,2018-05-18T21:22:00.000Z,1
15513,champagne,12,4,2018-07-02T14:28:00.000Z,0
15513,salad,8,4,2018-05-21T20:36:00.000Z,1
12791,french fries,12,5,2018-05-28T22:02:00.000Z,0
12791,frozen vegetables,1,0,2018-04-07T16:00:00.000Z,1
16218,french fries,10,4,2018-04-07T16:02:00.000Z,0
16218,honey,12,4,2018-04-21T14:58:00.000Z,1
16218,green tea,12,4,2018-07-14T12:19:00.000Z,0
16218,frozen vegetables,12,5,2018-06-09T11:47:00.000Z,1
16218,grated cheese,12,4,2018-04-29T16:42:00.000Z,0
16218,shrimp,12,4,2018-07-15T14:46:00.000Z,1
16218,turkey,8,4,2018-06-03T15:51:00.000Z,0
16218,turkey,12,4,2018-06-17T20:26:00.000Z,1
16218,turkey,12,5,2018-07-12T14:00:00.000Z,0
16218,spaghetti,12,4,2018-07-12T20:08:00.000Z,1
16218,milk,12,4,2018-05-17T15:54:00.000Z,0
16218,burgers,12,4,2018-07-10T23:50:00.000Z,1
16218,mineral water,12,4,2018-05-15T17:57:00.000Z,0
16218,tomatoes,12,5,2018-06-06T13:00:00.000Z,1
16218,mineral water,12,4,2018-04-06T14:28:00.000Z,0
16218,ground beef,12,4,2018-12-07T15:37:00.000Z,1
16218,pepper,12,4,2018-12-14T14:58:00.000Z,0
16218,yogurt cake,12,4,2018-05-11T13:28:00.000Z,1
16218,red wine,12,5,2018-11-30T23:53:00.000Z,0
16218,candy bars,10,4,2018-09-14T17:41:00.000Z,1
16218,eggs,10,4,2018-09-14T17:50:00.000Z,0
16218,cookies,10,4,2018-04-16T13:46:00.000Z,1
16218,cookies,10,4,2018-08-06T13:32:00.000Z,0
16218,spaghetti,10,5,2018-12-10T16:09:00.000Z,1
16218,cookies,10,4,2018-12-31T23:04:00.000Z,0
16218,soup,10,4,2018-07-30T16:47:00.000Z,1
16218,chocolate,10,4,2018-04-07T21:45:00.000Z,0
16218,spaghetti,10,4,2018-04-14T19:02:00.000Z,1
14045,mineral water,2,0,2018-04-28T19:31:00.000Z,0
17850,herb & pepper,8,4,2018-08-11T18:42:00.000Z,1
17850,burgers,8,4,2018-08-18T13:25:00.000Z,0
17850,french fries,8,4,2018-12-08T20:07:00.000Z,1
17850,frozen smoothie,6,4,2018-12-29T15:38:00.000Z,0
17850,tomatoes,6,4,2018-05-05T14:45:00.000Z,1
17850,salmon,6,4,2018-05-12T20:40:00.000Z,0
17850,energy bar,6,4,2018-09-15T19:32:00.000Z,1
17850,red wine,6,4,2018-09-15T21:56:00.000Z,0
17850,ground beef,4,0,2018-04-29T19:18:00.000Z,1
17850,cookies,4,0,2018-04-29T19:55:00.000Z,0
17850,salmon,6,4,2018-04-29T20:52:00.000Z,1
17850,cookies,6,4,2018-08-05T18:18:00.000Z,0
17850,low fat yogurt,6,4,2018-12-02T20:33:00.000Z,1
17850,eggs,6,4,2018-05-06T21:54:00.000Z,0
17850,red wine,2,0,2018-04-12T13:48:00.000Z,1
17850,tomatoes,2,0,2018-04-19T01:52:00.000Z,0
17850,cookies,6,4,2018-08-09T13:05:00.000Z,1
17850,parmesan cheese,6,4,2018-02-07T14:55:00.000Z,0
17850,ground beef,6,4,2018-05-03T22:15:00.000Z,1
14307,shrimp,10,5,2018-04-17T20:59:00.000Z,0
14307,magazines,10,4,2018-04-24T14:43:00.000Z,1
14307,turkey,12,4,2018-01-15T23:51:00.000Z,0
14307,mineral water,12,4,2018-05-01T17:34:00.000Z,1
14307,grated cheese,12,4,2018-04-11T19:08:00.000Z,0
14307,chocolate,12,5,2018-04-25T20:55:00.000Z,1
14307,burgers,12,4,2018-12-05T19:03:00.000Z,0
14307,energy drink,12,4,2018-11-21T14:32:00.000Z,1
14307,olive oil,4,0,2018-11-21T21:59:00.000Z,0
14307,ground beef,4,0,2018-04-27T15:40:00.000Z,1
14307,eggs,4,0,2018-06-01T16:32:00.000Z,0
14307,spaghetti,6,4,2018-04-14T18:42:00.000Z,1
14307,mineral water,12,4,2018-11-22T01:37:00.000Z,0
14307,turkey,10,4,2018-04-17T20:52:00.000Z,1
14307,green tea,12,4,2018-04-24T19:00:00.000Z,0
14307,fresh tuna,12,5,2018-05-22T13:58:00.000Z,1
14307,cookies,6,4,2018-06-20T21:20:00.000Z,0
14307,cookies,12,4,2018-05-16T18:38:00.000Z,1
